Rank|Dyck Word|Characters Number
1063|(((()()))()(())())|18
1064|(((()()))()()(()))|18
1065|(((()()))()()()())|18
1066|(((())((((()))))))|18
1067|(((())(((()())))))|18
1068|(((())(((())()))))|18
1069|(((())(((()))())))|18
1070|(((())(((())))()))|18
1071|(((())(((()))))())|18
1072|(((())((()(())))))|18
1073|(((())((()()()))))|18
1074|(((())((()())())))|18
1075|(((())((()()))()))|18
1076|(((())((()())))())|18
1077|(((())((())(()))))|18
1078|(((())((())()())))|18
1079|(((())((())())()))|18
1080|(((())((())()))())|18
1081|(((())((()))(())))|18
1082|(((())((()))()()))|18
1083|(((())((()))())())|18
1084|(((())((())))(()))|18
1085|(((())((())))()())|18
1086|(((())(()((())))))|18
1087|(((())(()(()()))))|18
1088|(((())(()(())())))|18
1089|(((())(()(()))()))|18
1090|(((())(()(())))())|18
1091|(((())(()()(()))))|18
1092|(((())(()()()())))|18
1093|(((())(()()())()))|18
1094|(((())(()()()))())|18
1095|(((())(()())(())))|18
1096|(((())(()())()()))|18
1097|(((())(()())())())|18
1098|(((())(()()))(()))|18
1099|(((())(()()))()())|18
1100|(((())(())((()))))|18
1101|(((())(())(()())))|18
1102|(((())(())(())()))|18
1103|(((())(())(()))())|18
1104|(((())(())()(())))|18
1105|(((())(())()()()))|18
1106|(((())(())()())())|18
1107|(((())(())())(()))|18
1108|(((())(())())()())|18
1109|(((())(()))((())))|18
1110|(((())(()))(()()))|18
1111|(((())(()))(())())|18
1112|(((())(()))()(()))|18
1113|(((())(()))()()())|18
1114|(((())()(((())))))|18
1115|(((())()((()()))))|18
1116|(((())()((())())))|18
1117|(((())()((()))()))|18
1118|(((())()((())))())|18
1119|(((())()(()(()))))|18
1120|(((())()(()()())))|18
1121|(((())()(()())()))|18
1122|(((())()(()()))())|18
1123|(((())()(())(())))|18
1124|(((())()(())()()))|18
1125|(((())()(())())())|18
1126|(((())()(()))(()))|18
1127|(((())()(()))()())|18
1128|(((())()()((()))))|18
1129|(((())()()(()())))|18
1130|(((())()()(())()))|18
1131|(((())()()(()))())|18
1132|(((())()()()(())))|18
1133|(((())()()()()()))|18
1134|(((())()()()())())|18
1135|(((())()()())(()))|18
1136|(((())()()())()())|18
1137|(((())()())((())))|18
1138|(((())()())(()()))|18
1139|(((())()())(())())|18
1140|(((())()())()(()))|18
1141|(((())()())()()())|18
1142|(((())())(((()))))|18
1143|(((())())((()())))|18
1144|(((())())((())()))|18
1145|(((())())((()))())|18
1146|(((())())(()(())))|18
1147|(((())())(()()()))|18
1148|(((())())(()())())|18
1149|(((())())(())(()))|18
1150|(((())())(())()())|18
1151|(((())())()((())))|18
1152|(((())())()(()()))|18
1153|(((())())()(())())|18
1154|(((())())()()(()))|18
1155|(((())())()()()())|18
1156|(((()))((((())))))|18
1157|(((()))(((()()))))|18
1158|(((()))(((())())))|18
1159|(((()))(((()))()))|18
1160|(((()))(((())))())|18
1161|(((()))((()(()))))|18
1162|(((()))((()()())))|18
1163|(((()))((()())()))|18
1164|(((()))((()()))())|18
1165|(((()))((())(())))|18
1166|(((()))((())()()))|18
1167|(((()))((())())())|18
1168|(((()))((()))(()))|18
1169|(((()))((()))()())|18
1170|(((()))(()((()))))|18
1171|(((()))(()(()())))|18
1172|(((()))(()(())()))|18
1173|(((()))(()(()))())|18
1174|(((()))(()()(())))|18
1175|(((()))(()()()()))|18
1176|(((()))(()()())())|18
1177|(((()))(()())(()))|18
1178|(((()))(()())()())|18
1179|(((()))(())((())))|18
1180|(((()))(())(()()))|18
1181|(((()))(())(())())|18
1182|(((()))(())()(()))|18
1183|(((()))(())()()())|18
1184|(((()))()(((()))))|18
1185|(((()))()((()())))|18
1186|(((()))()((())()))|18
1187|(((()))()((()))())|18
1188|(((()))()(()(())))|18
1189|(((()))()(()()()))|18
1190|(((()))()(()())())|18
1191|(((()))()(())(()))|18
1192|(((()))()(())()())|18
1193|(((()))()()((())))|18
1194|(((()))()()(()()))|18
1195|(((()))()()(())())|18
1196|(((()))()()()(()))|18
1197|(((()))()()()()())|18
1198|((()(((((())))))))|18
1199|((()((((()()))))))|18
1200|((()((((())())))))|18
1201|((()((((()))()))))|18
1202|((()((((())))())))|18
1203|((()((((()))))()))|18
1204|((()((((())))))())|18
1205|((()(((()(()))))))|18
1206|((()(((()()())))))|18
1207|((()(((()())()))))|18
1208|((()(((()()))())))|18
1209|((()(((()())))()))|18
1210|((()(((()()))))())|18
1211|((()(((())(())))))|18
1212|((()(((())()()))))|18
1213|((()(((())())())))|18
1214|((()(((())()))()))|18
1215|((()(((())())))())|18
1216|((()(((()))(()))))|18
1217|((()(((()))()())))|18
1218|((()(((()))())()))|18
1219|((()(((()))()))())|18
1220|((()(((())))(())))|18
1221|((()(((())))()()))|18
1222|((()(((())))())())|18
1223|((()(((()))))(()))|18
1224|((()(((()))))()())|18
1225|((()((()((()))))))|18
1226|((()((()(()())))))|18
1227|((()((()(())()))))|18
1228|((()((()(()))())))|18
1229|((()((()(())))()))|18
1230|((()((()(()))))())|18
1231|((()((()()(())))))|18
1232|((()((()()()()))))|18
1233|((()((()()())())))|18
1234|((()((()()()))()))|18
1235|((()((()()())))())|18
1236|((()((()())(()))))|18
1237|((()((()())()())))|18
1238|((()((()())())()))|18
1239|((()((()())()))())|18
1240|((()((()()))(())))|18
1241|((()((()()))()()))|18
1242|((()((()()))())())|18
1243|((()((()())))(()))|18
1244|((()((()())))()())|18
1245|((()((())((())))))|18
1246|((()((())(()()))))|18
1247|((()((())(())())))|18
1248|((()((())(()))()))|18
1249|((()((())(())))())|18
1250|((()((())()(()))))|18
1251|((()((())()()())))|18
1252|((()((())()())()))|18
1253|((()((())()()))())|18
1254|((()((())())(())))|18
1255|((()((())())()()))|18
1256|((()((())())())())|18
1257|((()((())()))(()))|18
1258|((()((())()))()())|18
1259|((()((()))((()))))|18
1260|((()((()))(()())))|18
1261|((()((()))(())()))|18
1262|((()((()))(()))())|18
1263|((()((()))()(())))|18
1264|((()((()))()()()))|18
1265|((()((()))()())())|18
1266|((()((()))())(()))|18
1267|((()((()))())()())|18
1268|((()((())))((())))|18
1269|((()((())))(()()))|18
1270|((()((())))(())())|18
1271|((()((())))()(()))|18
1272|((()((())))()()())|18
1273|((()(()(((()))))))|18
1274|((()(()((()())))))|18
1275|((()(()((())()))))|18
1276|((()(()((()))())))|18
1277|((()(()((())))()))|18
1278|((()(()((()))))())|18
1279|((()(()(()(())))))|18
1280|((()(()(()()()))))|18
1281|((()(()(()())())))|18
1282|((()(()(()()))()))|18
1283|((()(()(()())))())|18
1284|((()(()(())(()))))|18
1285|((()(()(())()())))|18
1286|((()(()(())())()))|18
1287|((()(()(())()))())|18
1288|((()(()(()))(())))|18
1289|((()(()(()))()()))|18
1290|((()(()(()))())())|18
1291|((()(()(())))(()))|18
1292|((()(()(())))()())|18
1293|((()(()()((())))))|18
1294|((()(()()(()()))))|18
1295|((()(()()(())())))|18
1296|((()(()()(()))()))|18
1297|((()(()()(())))())|18
1298|((()(()()()(()))))|18
1299|((()(()()()()())))|18
1300|((()(()()()())()))|18
1301|((()(()()()()))())|18
1302|((()(()()())(())))|18
1303|((()(()()())()()))|18
1304|((()(()()())())())|18
1305|((()(()()()))(()))|18
1306|((()(()()()))()())|18
1307|((()(()())((()))))|18
1308|((()(()())(()())))|18
1309|((()(()())(())()))|18
1310|((()(()())(()))())|18
1311|((()(()())()(())))|18
1312|((()(()())()()()))|18
1313|((()(()())()())())|18
1314|((()(()())())(()))|18
1315|((()(()())())()())|18
1316|((()(()()))((())))|18
1317|((()(()()))(()()))|18
1318|((()(()()))(())())|18
1319|((()(()()))()(()))|18
1320|((()(()()))()()())|18
1321|((()(())(((())))))|18
1322|((()(())((()()))))|18
1323|((()(())((())())))|18
1324|((()(())((()))()))|18
1325|((()(())((())))())|18
1326|((()(())(()(()))))|18
1327|((()(())(()()())))|18
1328|((()(())(()())()))|18
1329|((()(())(()()))())|18
1330|((()(())(())(())))|18
1331|((()(())(())()()))|18
1332|((()(())(())())())|18
1333|((()(())(()))(()))|18
1334|((()(())(()))()())|18
1335|((()(())()((()))))|18
1336|((()(())()(()())))|18
1337|((()(())()(())()))|18
1338|((()(())()(()))())|18
1339|((()(())()()(())))|18
1340|((()(())()()()()))|18
1341|((()(())()()())())|18
1342|((()(())()())(()))|18
1343|((()(())()())()())|18
1344|((()(())())((())))|18
1345|((()(())())(()()))|18
1346|((()(())())(())())|18
1347|((()(())())()(()))|18
1348|((()(())())()()())|18
1349|((()(()))(((()))))|18
1350|((()(()))((()())))|18
1351|((()(()))((())()))|18
1352|((()(()))((()))())|18
1353|((()(()))(()(())))|18
1354|((()(()))(()()()))|18
1355|((()(()))(()())())|18
1356|((()(()))(())(()))|18
1357|((()(()))(())()())|18
1358|((()(()))()((())))|18
1359|((()(()))()(()()))|18
1360|((()(()))()(())())|18
1361|((()(()))()()(()))|18
1362|((()(()))()()()())|18
1363|((()()((((()))))))|18
1364|((()()(((()())))))|18
1365|((()()(((())()))))|18
1366|((()()(((()))())))|18
1367|((()()(((())))()))|18
1368|((()()(((()))))())|18
1369|((()()((()(())))))|18
1370|((()()((()()()))))|18
1371|((()()((()())())))|18
1372|((()()((()()))()))|18
1373|((()()((()())))())|18
1374|((()()((())(()))))|18
1375|((()()((())()())))|18
1376|((()()((())())()))|18
1377|((()()((())()))())|18
1378|((()()((()))(())))|18
1379|((()()((()))()()))|18
1380|((()()((()))())())|18
1381|((()()((())))(()))|18
1382|((()()((())))()())|18
1383|((()()(()((())))))|18
1384|((()()(()(()()))))|18
1385|((()()(()(())())))|18
1386|((()()(()(()))()))|18
1387|((()()(()(())))())|18
1388|((()()(()()(()))))|18
1389|((()()(()()()())))|18
1390|((()()(()()())()))|18
1391|((()()(()()()))())|18
1392|((()()(()())(())))|18
1393|((()()(()())()()))|18
1394|((()()(()())())())|18
1395|((()()(()()))(()))|18
1396|((()()(()()))()())|18
1397|((()()(())((()))))|18
1398|((()()(())(()())))|18
1399|((()()(())(())()))|18
1400|((()()(())(()))())|18
1401|((()()(())()(())))|18
1402|((()()(())()()()))|18
1403|((()()(())()())())|18
1404|((()()(())())(()))|18
1405|((()()(())())()())|18
1406|((()()(()))((())))|18
1407|((()()(()))(()()))|18
1408|((()()(()))(())())|18
1409|((()()(()))()(()))|18
1410|((()()(()))()()())|18
1411|((()()()(((())))))|18
1412|((()()()((()()))))|18
1413|((()()()((())())))|18
1414|((()()()((()))()))|18
1415|((()()()((())))())|18
1416|((()()()(()(()))))|18
1417|((()()()(()()())))|18
1418|((()()()(()())()))|18
1419|((()()()(()()))())|18
1420|((()()()(())(())))|18
1421|((()()()(())()()))|18
1422|((()()()(())())())|18
1423|((()()()(()))(()))|18
1424|((()()()(()))()())|18
1425|((()()()()((()))))|18
1426|((()()()()(()())))|18
1427|((()()()()(())()))|18
1428|((()()()()(()))())|18
1429|((()()()()()(())))|18
1430|((()()()()()()()))|18
1431|((()()()()()())())|18
1432|((()()()()())(()))|18
1433|((()()()()())()())|18
1434|((()()()())((())))|18
1435|((()()()())(()()))|18
1436|((()()()())(())())|18
1437|((()()()())()(()))|18
1438|((()()()())()()())|18
1439|((()()())(((()))))|18
1440|((()()())((()())))|18
1441|((()()())((())()))|18
1442|((()()())((()))())|18
1443|((()()())(()(())))|18
1444|((()()())(()()()))|18
1445|((()()())(()())())|18
1446|((()()())(())(()))|18
1447|((()()())(())()())|18
1448|((()()())()((())))|18
1449|((()()())()(()()))|18
1450|((()()())()(())())|18
1451|((()()())()()(()))|18
1452|((()()())()()()())|18
1453|((()())((((())))))|18
1454|((()())(((()()))))|18
1455|((()())(((())())))|18
1456|((()())(((()))()))|18
1457|((()())(((())))())|18
1458|((()())((()(()))))|18
1459|((()())((()()())))|18
1460|((()())((()())()))|18
1461|((()())((()()))())|18
1462|((()())((())(())))|18
1463|((()())((())()()))|18
1464|((()())((())())())|18
1465|((()())((()))(()))|18
1466|((()())((()))()())|18
1467|((()())(()((()))))|18
1468|((()())(()(()())))|18
1469|((()())(()(())()))|18
1470|((()())(()(()))())|18
1471|((()())(()()(())))|18
1472|((()())(()()()()))|18
1473|((()())(()()())())|18
1474|((()())(()())(()))|18
1475|((()())(()())()())|18
1476|((()())(())((())))|18
1477|((()())(())(()()))|18
1478|((()())(())(())())|18
1479|((()())(())()(()))|18
1480|((()())(())()()())|18
1481|((()())()(((()))))|18
1482|((()())()((()())))|18
1483|((()())()((())()))|18
1484|((()())()((()))())|18
1485|((()())()(()(())))|18
1486|((()())()(()()()))|18
1487|((()())()(()())())|18
1488|((()())()(())(()))|18
1489|((()())()(())()())|18
1490|((()())()()((())))|18
1491|((()())()()(()()))|18
1492|((()())()()(())())|18
1493|((()())()()()(()))|18
1494|((()())()()()()())|18
1495|((())(((((()))))))|18
1496|((())((((()())))))|18
1497|((())((((())()))))|18
1498|((())((((()))())))|18
1499|((())((((())))()))|18
1500|((())((((()))))())|18
1501|((())(((()(())))))|18
1502|((())(((()()()))))|18
1503|((())(((()())())))|18
1504|((())(((()()))()))|18
1505|((())(((()())))())|18
1506|((())(((())(()))))|18
1507|((())(((())()())))|18
1508|((())(((())())()))|18
1509|((())(((())()))())|18
1510|((())(((()))(())))|18
1511|((())(((()))()()))|18
1512|((())(((()))())())|18
1513|((())(((())))(()))|18
1514|((())(((())))()())|18
1515|((())((()((())))))|18
1516|((())((()(()()))))|18
1517|((())((()(())())))|18
1518|((())((()(()))()))|18
1519|((())((()(())))())|18
1520|((())((()()(()))))|18
1521|((())((()()()())))|18
1522|((())((()()())()))|18
1523|((())((()()()))())|18
1524|((())((()())(())))|18
1525|((())((()())()()))|18
1526|((())((()())())())|18
1527|((())((()()))(()))|18
1528|((())((()()))()())|18
1529|((())((())((()))))|18
1530|((())((())(()())))|18
1531|((())((())(())()))|18
1532|((())((())(()))())|18
1533|((())((())()(())))|18
1534|((())((())()()()))|18
1535|((())((())()())())|18
1536|((())((())())(()))|18
1537|((())((())())()())|18
1538|((())((()))((())))|18
1539|((())((()))(()()))|18
1540|((())((()))(())())|18
1541|((())((()))()(()))|18
1542|((())((()))()()())|18
1543|((())(()(((())))))|18
1544|((())(()((()()))))|18
1545|((())(()((())())))|18
1546|((())(()((()))()))|18
1547|((())(()((())))())|18
1548|((())(()(()(()))))|18
1549|((())(()(()()())))|18
1550|((())(()(()())()))|18
1551|((())(()(()()))())|18
1552|((())(()(())(())))|18
1553|((())(()(())()()))|18
1554|((())(()(())())())|18
1555|((())(()(()))(()))|18
1556|((())(()(()))()())|18
1557|((())(()()((()))))|18
1558|((())(()()(()())))|18
1559|((())(()()(())()))|18
1560|((())(()()(()))())|18
1561|((())(()()()(())))|18
1562|((())(()()()()()))|18
1563|((())(()()()())())|18
1564|((())(()()())(()))|18
1565|((())(()()())()())|18
1566|((())(()())((())))|18
1567|((())(()())(()()))|18
1568|((())(()())(())())|18
1569|((())(()())()(()))|18
1570|((())(()())()()())|18
1571|((())(())(((()))))|18
1572|((())(())((()())))|18
1573|((())(())((())()))|18
1574|((())(())((()))())|18
1575|((())(())(()(())))|18
1576|((())(())(()()()))|18
1577|((())(())(()())())|18
1578|((())(())(())(()))|18
1579|((())(())(())()())|18
1580|((())(())()((())))|18
1581|((())(())()(()()))|18
1582|((())(())()(())())|18
1583|((())(())()()(()))|18
1584|((())(())()()()())|18
1585|((())()((((())))))|18
1586|((())()(((()()))))|18
1587|((())()(((())())))|18
1588|((())()(((()))()))|18
1589|((())()(((())))())|18
1590|((())()((()(()))))|18
1591|((())()((()()())))|18
1592|((())()((()())()))|18
1593|((())()((()()))())|18
1594|((())()((())(())))|18
1595|((())()((())()()))|18
1596|((())()((())())())|18
1597|((())()((()))(()))|18
1598|((())()((()))()())|18
1599|((())()(()((()))))|18
1600|((())()(()(()())))|18
1601|((())()(()(())()))|18
1602|((())()(()(()))())|18
1603|((())()(()()(())))|18
1604|((())()(()()()()))|18
1605|((())()(()()())())|18
1606|((())()(()())(()))|18
1607|((())()(()())()())|18
1608|((())()(())((())))|18
1609|((())()(())(()()))|18
1610|((())()(())(())())|18
1611|((())()(())()(()))|18
1612|((())()(())()()())|18
1613|((())()()(((()))))|18
1614|((())()()((()())))|18
1615|((())()()((())()))|18
1616|((())()()((()))())|18
1617|((())()()(()(())))|18
1618|((())()()(()()()))|18
1619|((())()()(()())())|18
1620|((())()()(())(()))|18
1621|((())()()(())()())|18
1622|((())()()()((())))|18
1623|((())()()()(()()))|18
1624|((())()()()(())())|18
1625|((())()()()()(()))|18
1626|((())()()()()()())|18
1627|(()((((((())))))))|18
1628|(()(((((()()))))))|18
1629|(()(((((())())))))|18
1630|(()(((((()))()))))|18
1631|(()(((((())))())))|18
1632|(()(((((()))))()))|18
1633|(()(((((())))))())|18
1634|(()((((()(()))))))|18
1635|(()((((()()())))))|18
1636|(()((((()())()))))|18
1637|(()((((()()))())))|18
1638|(()((((()())))()))|18
1639|(()((((()()))))())|18
1640|(()((((())(())))))|18
1641|(()((((())()()))))|18
1642|(()((((())())())))|18
1643|(()((((())()))()))|18
1644|(()((((())())))())|18
1645|(()((((()))(()))))|18
1646|(()((((()))()())))|18
1647|(()((((()))())()))|18
1648|(()((((()))()))())|18
1649|(()((((())))(())))|18
1650|(()((((())))()()))|18
1651|(()((((())))())())|18
1652|(()((((()))))(()))|18
1653|(()((((()))))()())|18
1654|(()(((()((()))))))|18
1655|(()(((()(()())))))|18
1656|(()(((()(())()))))|18
1657|(()(((()(()))())))|18
1658|(()(((()(())))()))|18
1659|(()(((()(()))))())|18
1660|(()(((()()(())))))|18
1661|(()(((()()()()))))|18
1662|(()(((()()())())))|18
1663|(()(((()()()))()))|18
1664|(()(((()()())))())|18
1665|(()(((()())(()))))|18
1666|(()(((()())()())))|18
1667|(()(((()())())()))|18
1668|(()(((()())()))())|18
1669|(()(((()()))(())))|18
1670|(()(((()()))()()))|18
1671|(()(((()()))())())|18
1672|(()(((()())))(()))|18
1673|(()(((()())))()())|18
1674|(()(((())((())))))|18
1675|(()(((())(()()))))|18
1676|(()(((())(())())))|18
1677|(()(((())(()))()))|18
1678|(()(((())(())))())|18
1679|(()(((())()(()))))|18
1680|(()(((())()()())))|18
1681|(()(((())()())()))|18
1682|(()(((())()()))())|18
1683|(()(((())())(())))|18
1684|(()(((())())()()))|18
1685|(()(((())())())())|18
1686|(()(((())()))(()))|18
1687|(()(((())()))()())|18
1688|(()(((()))((()))))|18
1689|(()(((()))(()())))|18
1690|(()(((()))(())()))|18
1691|(()(((()))(()))())|18
1692|(()(((()))()(())))|18
1693|(()(((()))()()()))|18
1694|(()(((()))()())())|18
1695|(()(((()))())(()))|18
1696|(()(((()))())()())|18
1697|(()(((())))((())))|18
1698|(()(((())))(()()))|18
1699|(()(((())))(())())|18
1700|(()(((())))()(()))|18
1701|(()(((())))()()())|18
1702|(()((()(((()))))))|18
1703|(()((()((()())))))|18
1704|(()((()((())()))))|18
1705|(()((()((()))())))|18
1706|(()((()((())))()))|18
1707|(()((()((()))))())|18
1708|(()((()(()(())))))|18
1709|(()((()(()()()))))|18
1710|(()((()(()())())))|18
1711|(()((()(()()))()))|18
1712|(()((()(()())))())|18
1713|(()((()(())(()))))|18
1714|(()((()(())()())))|18
1715|(()((()(())())()))|18
1716|(()((()(())()))())|18
1717|(()((()(()))(())))|18
1718|(()((()(()))()()))|18
1719|(()((()(()))())())|18
1720|(()((()(())))(()))|18
1721|(()((()(())))()())|18
1722|(()((()()((())))))|18
1723|(()((()()(()()))))|18
1724|(()((()()(())())))|18
1725|(()((()()(()))()))|18
1726|(()((()()(())))())|18
1727|(()((()()()(()))))|18
1728|(()((()()()()())))|18
1729|(()((()()()())()))|18
1730|(()((()()()()))())|18
1731|(()((()()())(())))|18
1732|(()((()()())()()))|18
1733|(()((()()())())())|18
1734|(()((()()()))(()))|18
1735|(()((()()()))()())|18
1736|(()((()())((()))))|18
1737|(()((()())(()())))|18
1738|(()((()())(())()))|18
1739|(()((()())(()))())|18
1740|(()((()())()(())))|18
1741|(()((()())()()()))|18
1742|(()((()())()())())|18
1743|(()((()())())(()))|18
1744|(()((()())())()())|18
1745|(()((()()))((())))|18
1746|(()((()()))(()()))|18
1747|(()((()()))(())())|18
1748|(()((()()))()(()))|18
1749|(()((()()))()()())|18
1750|(()((())(((())))))|18
1751|(()((())((()()))))|18
1752|(()((())((())())))|18
1753|(()((())((()))()))|18
1754|(()((())((())))())|18
1755|(()((())(()(()))))|18
1756|(()((())(()()())))|18
1757|(()((())(()())()))|18
1758|(()((())(()()))())|18
1759|(()((())(())(())))|18
1760|(()((())(())()()))|18
1761|(()((())(())())())|18
1762|(()((())(()))(()))|18
1763|(()((())(()))()())|18
1764|(()((())()((()))))|18
1765|(()((())()(()())))|18
1766|(()((())()(())()))|18
1767|(()((())()(()))())|18
1768|(()((())()()(())))|18
1769|(()((())()()()()))|18
1770|(()((())()()())())|18
1771|(()((())()())(()))|18
1772|(()((())()())()())|18
1773|(()((())())((())))|18
1774|(()((())())(()()))|18
1775|(()((())())(())())|18
1776|(()((())())()(()))|18
1777|(()((())())()()())|18
1778|(()((()))(((()))))|18
1779|(()((()))((()())))|18
1780|(()((()))((())()))|18
1781|(()((()))((()))())|18
1782|(()((()))(()(())))|18
1783|(()((()))(()()()))|18
1784|(()((()))(()())())|18
1785|(()((()))(())(()))|18
1786|(()((()))(())()())|18
1787|(()((()))()((())))|18
1788|(()((()))()(()()))|18
1789|(()((()))()(())())|18
1790|(()((()))()()(()))|18
1791|(()((()))()()()())|18
1792|(()(()((((()))))))|18
1793|(()(()(((()())))))|18
1794|(()(()(((())()))))|18
1795|(()(()(((()))())))|18
1796|(()(()(((())))()))|18
1797|(()(()(((()))))())|18
1798|(()(()((()(())))))|18
1799|(()(()((()()()))))|18
1800|(()(()((()())())))|18
1801|(()(()((()()))()))|18
1802|(()(()((()())))())|18
1803|(()(()((())(()))))|18
1804|(()(()((())()())))|18
1805|(()(()((())())()))|18
1806|(()(()((())()))())|18
1807|(()(()((()))(())))|18
1808|(()(()((()))()()))|18
1809|(()(()((()))())())|18
1810|(()(()((())))(()))|18
1811|(()(()((())))()())|18
1812|(()(()(()((())))))|18
1813|(()(()(()(()()))))|18
1814|(()(()(()(())())))|18
1815|(()(()(()(()))()))|18
1816|(()(()(()(())))())|18
1817|(()(()(()()(()))))|18
1818|(()(()(()()()())))|18
1819|(()(()(()()())()))|18
1820|(()(()(()()()))())|18
1821|(()(()(()())(())))|18
1822|(()(()(()())()()))|18
1823|(()(()(()())())())|18
1824|(()(()(()()))(()))|18
1825|(()(()(()()))()())|18
1826|(()(()(())((()))))|18
1827|(()(()(())(()())))|18
1828|(()(()(())(())()))|18
1829|(()(()(())(()))())|18
1830|(()(()(())()(())))|18
1831|(()(()(())()()()))|18
1832|(()(()(())()())())|18
1833|(()(()(())())(()))|18
1834|(()(()(())())()())|18
1835|(()(()(()))((())))|18
1836|(()(()(()))(()()))|18
1837|(()(()(()))(())())|18
1838|(()(()(()))()(()))|18
1839|(()(()(()))()()())|18
1840|(()(()()(((())))))|18
1841|(()(()()((()()))))|18
1842|(()(()()((())())))|18
1843|(()(()()((()))()))|18
1844|(()(()()((())))())|18
1845|(()(()()(()(()))))|18
1846|(()(()()(()()())))|18
1847|(()(()()(()())()))|18
1848|(()(()()(()()))())|18
1849|(()(()()(())(())))|18
1850|(()(()()(())()()))|18
1851|(()(()()(())())())|18
1852|(()(()()(()))(()))|18
1853|(()(()()(()))()())|18
1854|(()(()()()((()))))|18
1855|(()(()()()(()())))|18
1856|(()(()()()(())()))|18
1857|(()(()()()(()))())|18
1858|(()(()()()()(())))|18
1859|(()(()()()()()()))|18
1860|(()(()()()()())())|18
1861|(()(()()()())(()))|18
1862|(()(()()()())()())|18
1863|(()(()()())((())))|18
1864|(()(()()())(()()))|18
1865|(()(()()())(())())|18
1866|(()(()()())()(()))|18
1867|(()(()()())()()())|18
1868|(()(()())(((()))))|18
1869|(()(()())((()())))|18
1870|(()(()())((())()))|18
1871|(()(()())((()))())|18
1872|(()(()())(()(())))|18
1873|(()(()())(()()()))|18
1874|(()(()())(()())())|18
1875|(()(()())(())(()))|18
1876|(()(()())(())()())|18
1877|(()(()())()((())))|18
1878|(()(()())()(()()))|18
1879|(()(()())()(())())|18
1880|(()(()())()()(()))|18
1881|(()(()())()()()())|18
1882|(()(())((((())))))|18
1883|(()(())(((()()))))|18
1884|(()(())(((())())))|18
1885|(()(())(((()))()))|18
1886|(()(())(((())))())|18
1887|(()(())((()(()))))|18
1888|(()(())((()()())))|18
1889|(()(())((()())()))|18
1890|(()(())((()()))())|18
1891|(()(())((())(())))|18
1892|(()(())((())()()))|18
1893|(()(())((())())())|18
1894|(()(())((()))(()))|18
1895|(()(())((()))()())|18
1896|(()(())(()((()))))|18
1897|(()(())(()(()())))|18
1898|(()(())(()(())()))|18
1899|(()(())(()(()))())|18
1900|(()(())(()()(())))|18
1901|(()(())(()()()()))|18
1902|(()(())(()()())())|18
1903|(()(())(()())(()))|18
1904|(()(())(()())()())|18
1905|(()(())(())((())))|18
1906|(()(())(())(()()))|18
1907|(()(())(())(())())|18
1908|(()(())(())()(()))|18
1909|(()(())(())()()())|18
1910|(()(())()(((()))))|18
1911|(()(())()((()())))|18
1912|(()(())()((())()))|18
1913|(()(())()((()))())|18
1914|(()(())()(()(())))|18
1915|(()(())()(()()()))|18
1916|(()(())()(()())())|18
1917|(()(())()(())(()))|18
1918|(()(())()(())()())|18
1919|(()(())()()((())))|18
1920|(()(())()()(()()))|18
1921|(()(())()()(())())|18
1922|(()(())()()()(()))|18
1923|(()(())()()()()())|18
1924|(()()(((((()))))))|18
1925|(()()((((()())))))|18
1926|(()()((((())()))))|18
1927|(()()((((()))())))|18
1928|(()()((((())))()))|18
1929|(()()((((()))))())|18
1930|(()()(((()(())))))|18
1931|(()()(((()()()))))|18
1932|(()()(((()())())))|18
1933|(()()(((()()))()))|18
1934|(()()(((()())))())|18
1935|(()()(((())(()))))|18
1936|(()()(((())()())))|18
1937|(()()(((())())()))|18
1938|(()()(((())()))())|18
1939|(()()(((()))(())))|18
1940|(()()(((()))()()))|18
1941|(()()(((()))())())|18
1942|(()()(((())))(()))|18
1943|(()()(((())))()())|18
1944|(()()((()((())))))|18
1945|(()()((()(()()))))|18
1946|(()()((()(())())))|18
1947|(()()((()(()))()))|18
1948|(()()((()(())))())|18
1949|(()()((()()(()))))|18
1950|(()()((()()()())))|18
1951|(()()((()()())()))|18
1952|(()()((()()()))())|18
1953|(()()((()())(())))|18
1954|(()()((()())()()))|18
1955|(()()((()())())())|18
1956|(()()((()()))(()))|18
1957|(()()((()()))()())|18
1958|(()()((())((()))))|18
1959|(()()((())(()())))|18
1960|(()()((())(())()))|18
1961|(()()((())(()))())|18
1962|(()()((())()(())))|18
1963|(()()((())()()()))|18
1964|(()()((())()())())|18
1965|(()()((())())(()))|18
1966|(()()((())())()())|18
1967|(()()((()))((())))|18
1968|(()()((()))(()()))|18
1969|(()()((()))(())())|18
1970|(()()((()))()(()))|18
1971|(()()((()))()()())|18
1972|(()()(()(((())))))|18
1973|(()()(()((()()))))|18
1974|(()()(()((())())))|18
1975|(()()(()((()))()))|18
1976|(()()(()((())))())|18
1977|(()()(()(()(()))))|18
1978|(()()(()(()()())))|18
1979|(()()(()(()())()))|18
1980|(()()(()(()()))())|18
1981|(()()(()(())(())))|18
1982|(()()(()(())()()))|18
1983|(()()(()(())())())|18
1984|(()()(()(()))(()))|18
1985|(()()(()(()))()())|18
1986|(()()(()()((()))))|18
1987|(()()(()()(()())))|18
1988|(()()(()()(())()))|18
1989|(()()(()()(()))())|18
1990|(()()(()()()(())))|18
1991|(()()(()()()()()))|18
1992|(()()(()()()())())|18
